1,3640,480.60856119791663,81.12379964192709,71.109619140625,50.7904052734375,1,-1,-1,-1
1,3641,608.4337565104166,74.51160685221355,56.986328125,54.39069620768229,1,-1,-1,-1
1,3642,536.1565755208334,60.59318033854167,48.659505208333336,39.00861612955729,1,-1,-1,-1
2,3642,529.4605712890625,62.455251057942704,51.1231689453125,40.61510213216146,1,-1,-1,-1
2,3640,461.46036783854163,89.02888997395834,76.97517903645833,54.84307861328125,1,-1,-1,-1
2,3641,607.2457682291666,75.49772644042969,57.331787109375,55.27848815917969,1,-1,-1,-1
3,3643,1085.489501953125,446.7395833333333,194.177490234375,223.44270833333334,1,-1,-1,-1
3,3642,517.0679524739584,65.72972106933594,57.041259765625,41.91932678222656,1,-1,-1,-1
3,3641,594.9166666666666,82.27345784505209,64.85856119791666,57.987620035807296,1,-1,-1,-1
3,3640,420.5910237630208,99.30686442057291,90.20125325520834,64.997802734375,1,-1,-1,-1
4,3643,964.77685546875,257.90323893229163,145.75927734375,117.672119140625,1,-1,-1,-1
4,3640,351.102294921875,123.14938354492188,112.074462890625,79.09780883789062,1,-1,-1,-1
4,3642,500.9512939453125,72.88694763183594,59.928955078125,44.30741882324219,1,-1,-1,-1
4,3644,641.1988932291666,50.62526448567708,43.123453776041664,38.29547119140625,1,-1,-1,-1
4,3641,581.9632161458334,93.17277018229167,69.44099934895833,66.9378662109375,1,-1,-1,-1
4,3645,616.3609212239584,70.59072875976564,49.87508138020833,46.48297119140625,1,-1,-1,-1
5,3640,223.75579833984378,161.88179524739581,152.66786702473956,108.82639567057292,1,-1,-1,-1
5,3643,906.0191243489583,165.84965006510416,90.643798828125,76.85821533203125,1,-1,-1,-1
5,3642,473.1868082682292,79.21488952636719,69.67366536458333,50.086481730143234,1,-1,-1,-1
5,3641,552.9849853515625,111.13112386067709,81.264404296875,77.98012288411458,1,-1,-1,-1
5,3645,603.7560221354166,76.36286919831227,51.3832183709125,47.33333333333333,1,-1,-1,-1
5,3644,636.8710530598959,49.98053995768228,42.465087890625,37.92474365234375,1,-1,-1,-1
6,3640,0.0,237.3929443359375,215.69464111328125,169.3026123046875,1,-1,-1,-1
6,3642,421.50504557291663,89.58805338541667,86.65987141927083,51.817240397135414,1,-1,-1,-1
