1,3239,916.8846842447916,64.90452575683594,42.617350260416664,29.777969360351566,1,-1,-1,-1
1,3240,597.9169921875,77.10468546549478,60.8643798828125,62.122039794921875,1,-1,-1,-1
1,3241,513.2950191570882,76.0,58.0,50.0,1,-1,-1,-1
1,3242,565.9616858237548,57.33333333333333,42.0,38.0,1,-1,-1,-1
1,3243,598.6283524904214,48.0,36.0,28.0,1,-1,-1,-1
1,3244,652.6283524904215,56.0,42.666666666666664,51.333333333333336,1,-1,-1,-1
2,3239,916.8846842447916,64.90452575683594,42.617350260416664,29.777969360351566,1,-1,-1,-1
2,3240,597.9169921875,77.10468546549478,60.8643798828125,62.122039794921875,1,-1,-1,-1
2,3241,499.2950191570881,78.66666666666667,64.0039499150768,52.666666666666664,1,-1,-1,-1
2,3242,557.9616858237548,56.66666666666667,48.67061658174347,38.0,1,-1,-1,-1
2,3243,591.9656357388317,46.0,39.33333333333333,32.0,1,-1,-1,-1
2,3244,644.6283524904215,62.66666666666667,42.67061658174331,46.0,1,-1,-1,-1
3,3239,916.8846842447916,64.90452575683594,42.617350260416664,29.777969360351566,1,-1,-1,-1
3,3240,580.5836588541666,88.0,72.70902407266264,61.22672526041667,1,-1,-1,-1
3,3241,477.29501915708806,89.99999999999999,72.66433043640791,57.333333333333336,1,-1,-1,-1
3,3242,549.2950191570881,59.333333333333336,54.66433043640791,43.33333333333333,1,-1,-1,-1
3,3243,591.9656357388317,46.0,39.33333333333333,32.0,1,-1,-1,-1
3,3244,637.2950191570882,64.66666666666667,48.66433043640776,44.666666666666664,1,-1,-1,-1
4,3239,916.8846842447916,64.90452575683594,42.617350260416664,29.777969360351566,1,-1,-1,-1
4,3240,559.2503255208334,107.33333333333333,77.3756907393293,75.89339192708334,1,-1,-1,-1
4,3241,437.96168582375475,105.33333333333333,85.33099710307457,66.66666666666666,1,-1,-1,-1
4,3242,533.295019157088,65.33333333333334,59.33099710307458,46.0,1,-1,-1,-1
